"Numer RSPO";Typ;Nazwa;Ulica;"Numer budynku";"Numer lokalu";"Kod pocztowy";Miejscowość;"Kod terytorialny ulica";"Kod terytorialny miejscowosc";"Kod terytorialny gmina";Telefon;Faks;E-mail;"Strona www";Województwo;Powiat;Gmina;REGON;NIP;"Publiczność status";"Kategoria uczniów";"Specyfika placówki";"Imię i nazwisko dyrektora";"Nazwa organu prowadzącego";"Typ organu prowadzącego";"Województwo organu prowadzącego";"Powiat organu prowadzącego";"Gmina organu prowadzącego";"Data założenia";"Data likwidacji";"Miejsce w strukturze";"Typ podmiotu nadrzędnego";"RSPO podmiotu nadrzędnego";"Nazwa podmiotu nadrzędnego"
53997;Przedszkole;"PRZEDSZKOLE MIEJSKIE NR 13 IM. BOLKA I LOLKA W GORZOWIE WLKP.";"ul. Bracka";"67 ";" ";"66-400 ";"Gorzów Wielkopolski";02009;0935140;0861011;"957228737 ";" ";p13@edu.gorzow.pl;http://;LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski - gmina miejska";"080488195 ";"5993137533 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Dorota Pietrzak";"MIASTO GORZÓW WIELKOPOLSKI";"Miasto na prawach powiatu";LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski";2010-05-26;;samodzielna;;;
57370;Przedszkole;"PRZEDSZKOLE MIEJSKIE NR 21 IM. MISIA USZATKA W GORZOWIE WLKP.";"ul. Ksawerego Dunikowskiego";"5a ";" ";"66-400 ";"Gorzów Wielkopolski";04399;0935140;0861011;"957291511 ";" ";p21@edu.gorzow.pl;http://;LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski - gmina miejska";"080482904 ";"5993136427 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Ewa Zalas";"MIASTO GORZÓW WIELKOPOLSKI";"Miasto na prawach powiatu";LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski";2010-05-26;;samodzielna;;;
12216;"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKÓŁ MECHANICZNYCH IM. ZESŁAŃCÓW SYBIRU W GORZOWIE WLKP.";"ul. gen. Jarosława Dąbrowskiego";"32 ";" ";"66-400 ";"Gorzów Wielkopolski";03676;0935140;0861011;"957227527 ";" ";zsm@edu.gorzow.pl;http://;LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski - gmina miejska";"210203255 ";"5991113327 ";publiczna;"Bez kategorii";"brak specyfiki";"Piotr Kruk";"MIASTO GORZÓW WIELKOPOLSKI";"Miasto na prawach powiatu";LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski";1994-01-01;;zespół;;;
262611;"Szkoła podstawowa";"SZKOŁA PODSTAWOWA DLA DOROSŁYCH W GORZOWIE WLKP.";"ul. Stefana Okrzei";"42 ";" ";"66-400 ";"Gorzów Wielkopolski";14914;0935140;0861011;"957201733 ";"957201734 ";zsb@edu.gorzow.pl;http://zsb.edu.gorzow.pl;LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski - gmina miejska";"368041399 ";" ";publiczna;Dorośli;"brak specyfiki";;"MIASTO GORZÓW WIELKOPOLSKI";"Miasto na prawach powiatu";LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski";2017-08-21;;"szkoła/placówka w zespole";"Zespół szkół i placówek oświatowych";12260;"ZESPÓŁ SZKÓŁ BUDOWLANYCH I SAMOCHODOWYCH IM. MIKOŁAJA KOPERNIKA W GORZOWIE WLKP."
57371;Przedszkole;"PRZEDSZKOLE MIEJSKIE NR 22 IM. TĘCZOWE PRZEDSZKOLE W GORZOWIE WLKP.";"ul. Szarych Szeregów";"2 ";" ";"66-400 ";"Gorzów Wielkopolski";21787;0935140;0861011;"957321190 ";" ";p22@edu.gorzow.pl;http://;LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski - gmina miejska";"080481767 ";"5993137674 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"DOROTA SZPEK";"MIASTO GORZÓW WIELKOPOLSKI";"Miasto na prawach powiatu";LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski";2010-05-26;;samodzielna;;;
71657;"Międzyszkolny ośrodek sportowy";"MIĘDZYSZKOLNY OŚRODEK SPORTOWY W GORZOWIE WLKP.";"ul. Fabryczna";"177 ";" ";"66-400 ";"Gorzów Wielkopolski";04863;0935140;0861011;"957223982 ";" ";mos@edu.gorzow.pl;http://;LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski - gmina miejska";"210203373 ";"5992491379 ";publiczna;"Bez kategorii";"brak specyfiki";"Piotr Wójciak";"MIASTO GORZÓW WIELKOPOLSKI";"Miasto na prawach powiatu";LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski";1994-01-01;;samodzielna;;;
83223;"Liceum ogólnokształcące";"VII LICEUM OGÓLNOKSZTAŁCĄCE MISTRZOSTWA SPORTOWEGO W GORZOWIE WLKP.";"ul. Jana Stanisławskiego";"2 ";" ";"66-400 ";"Gorzów Wielkopolski";20834;0935140;0861011;"957224404 ";" ";zsspo@edu.gorzow.pl;http://;LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski - gmina miejska";"080113727 ";" ";publiczna;"Dzieci lub młodzież";"brak specyfiki";;"MIASTO GORZÓW WIELKOPOLSKI";"Miasto na prawach powiatu";LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski";2006-01-25;;"szkoła/placówka w zespole";"Zespół szkół i placówek oświatowych";12311;"ZESPÓŁ SZKÓŁ MISTRZOSTWA SPORTOWEGO W GORZOWIE WLKP."
83248;Technikum;"TECHNIKUM NR 1 W GORZOWIE WLKP.";"ul. Stefana Okrzei";"42 ";" ";"66-400 ";"Gorzów Wielkopolski";14914;0935140;0861011;"957201733 ";"957201734 ";zsb@edu.gorzow.pl;http://zsb.edu.gorzow.pl;LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski - gmina miejska";"211261958 ";" ";publiczna;"Dzieci lub młodzież";"brak specyfiki";;"MIASTO GORZÓW WIELKOPOLSKI";"Miasto na prawach powiatu";LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski";2002-01-23;;"szkoła/placówka w zespole";"Zespół szkół i placówek oświatowych";12260;"ZESPÓŁ SZKÓŁ BUDOWLANYCH I SAMOCHODOWYCH IM. MIKOŁAJA KOPERNIKA W GORZOWIE WLKP."
263761;"Szkoła policealna";"SZKOŁA POLICEALNA OPIEKI MEDYCZNEJ ŻAK W GORZOWIE WIELKOPOLSKIM";"ul. Fryderyka Chopina";"52 ";" ";"66-400 ";"Gorzów Wielkopolski";02849;0935140;0861011;"957352653 ";" ";gorzow@zak.edu.pl;http://www.zak.edu.pl;LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski - gmina miejska";"368221240 ";" ";niepubliczna;"Bez kategorii";"brak specyfiki";"P.O. GRAŻYNA WINKSZNO";"CENTRUM NAUKI I BIZNESU ""ŻAK"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"Spółki Handlowe";ŁÓDZKIE;Łódź;Łódź-Górna;2017-09-01;;samodzielna;;;
83234;"Branżowa szkoła I stopnia";"BRANŻOWA SZKOŁA I STOPNIA SPECJALNA NR 14 IM. AMBASADORÓW PRAW CZŁOWIEKA W GORZOWIE WLKP.";"ul. Ignacego Mościckiego";"3 ";" ";"66-400 ";"Gorzów Wielkopolski";13390;0935140;0861011;"957225569 ";" ";zss14@edu.gorzow.pl;http://;LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski - gmina miejska";"211260670 ";" ";publiczna;"Dzieci lub młodzież";specjalna;;"MIASTO GORZÓW WIELKOPOLSKI";"Miasto na prawach powiatu";LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski";1994-01-01;;"szkoła/placówka w zespole";"Zespół szkół i placówek oświatowych";13914;"ZESPÓŁ SZKÓŁ SPECJALNYCH NR 14 W GORZOWIE WLKP."
125253;"Niepubliczna placówka oświatowo-wychowawcza w systemie oświaty";"CENTRUM HAJDASZ JACEK HAJDASZ";"ul. Szarych Szeregów";"7 ";" ";"66-400 ";"Gorzów Wielkopolski";21787;0935140;0861011;"507040770 ";"618218757 ";hajdasz@hajdasz.pl;http://www.hajdasz.pl;LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski - gmina miejska";"081239382 ";" ";niepubliczna;"Bez kategorii";"brak specyfiki";"Ewa Owczarek";"Jacek Hajdasz";"Osoba fizyczna";WIELKOPOLSKIE;Poznań;"Poznań-Stare Miasto";2014-01-30;;samodzielna;;;
126142;"Liceum ogólnokształcące";"EDUATUT LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W GORZOWIE WIELKOPOLSKIM";"ul. Fryderyka Chopina";"52 ";" ";"66-400 ";"Gorzów Wielkopolski";02849;0935140;0861011;"531552861 ";" ";w.dlugosz-bujak@eduatut.pl;http://www.eduatut.pl;LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski - gmina miejska";"360169540 ";" ";niepubliczna;Dorośli;"brak specyfiki";"WANDA DŁUGOSZ BUJAK";"GELINO GW SP. Z O.O.";"Spółki Handlowe";ŁÓDZKIE;Łódź;Łódź-Śródmieście;2009-08-25;;samodzielna;;;
78010;"Szkoła policealna";"MEDYCZNE STUDIUM ZAWODOWE";"ul. Ireny Dowgielewiczowej";"5 ";" ";"66-400 ";"Gorzów Wielkopolski";26734;0935140;0861011;"0957359015 ";"0957359016 ";sekretariat@msz.gorzow.pl;http://www.msz.gorzow.pl;LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski - gmina miejska";"210228806 ";"5991024871 ";publiczna;"Bez kategorii";"brak specyfiki";;"WOJEWÓDZTWO LUBUSKIE";"Samorząd województwa";LUBUSKIE;"Zielona Góra";"Zielona Góra";1955-02-01;;"szkoła/placówka w zespole";"Zespół szkół i placówek oświatowych";131155;"CENTRUM KSZTAŁCENIA ZAWODOWEGO I USTAWICZNEGO ""MEDYK"""
83249;"Branżowa szkoła I stopnia";"BRANŻOWA SZKOŁA I STOPNIA NR 1 W GORZOWIE WLKP.";"ul. Stefana Okrzei";"42 ";" ";"66-400 ";"Gorzów Wielkopolski";14914;0935140;0861011;"957201733 ";"957201734 ";zsb@edu.gorzow.pl;http://zsb.edu.gorzow.pl;LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski - gmina miejska";"211261929 ";" ";publiczna;"Dzieci lub młodzież";"brak specyfiki";;"MIASTO GORZÓW WIELKOPOLSKI";"Miasto na prawach powiatu";LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski";2002-01-23;;"szkoła/placówka w zespole";"Zespół szkół i placówek oświatowych";12260;"ZESPÓŁ SZKÓŁ BUDOWLANYCH I SAMOCHODOWYCH IM. MIKOŁAJA KOPERNIKA W GORZOWIE WLKP."
83236;"Branżowa szkoła I stopnia";"BRANŻOWA SZKOŁA I STOPNIA NR 9 W GORZOWIE WLKP.";"ul. Poznańska";"23 ";" ";"66-400 ";"Gorzów Wielkopolski";17394;0935140;0861011;"957239524 ";" ";zsog@edu.gorzow.pl;http://;LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski - gmina miejska";"211262432 ";" ";publiczna;"Dzieci lub młodzież";"brak specyfiki";;"MIASTO GORZÓW WIELKOPOLSKI";"Miasto na prawach powiatu";LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski";2002-01-23;;"szkoła/placówka w zespole";"Zespół szkół i placówek oświatowych";12306;"ZESPÓŁ SZKÓŁ OGRODNICZYCH W GORZOWIE WLKP."
61821;Przedszkole;"PRZEDSZKOLE MIEJSKIE NR 7 IM. BAJKOWY ŚWIAT W GORZOWIE WLKP.";"ul. Wojciecha Głowackiego";"4 ";" ";"66-400 ";"Gorzów Wielkopolski";05629;0935140;0861011;"957320953 ";" ";p7@edu.gorzow.pl;http://;LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski - gmina miejska";"080483619 ";"5993136775 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Jolanta Świtała";"MIASTO GORZÓW WIELKOPOLSKI";"Miasto na prawach powiatu";LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski";2010-05-26;;samodzielna;;;
92679;Technikum;"TECHNIKUM NR 5 W GORZOWIE WLKP.";"ul. gen. Jarosława Dąbrowskiego";"32 ";" ";"66-400 ";"Gorzów Wielkopolski";03676;0935140;0861011;"957227527 ";" ";zsm@edu.gorzow.pl;http://;LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski - gmina miejska";"211271141 ";" ";publiczna;"Dzieci lub młodzież";"brak specyfiki";;"MIASTO GORZÓW WIELKOPOLSKI";"Miasto na prawach powiatu";LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski";2002-01-23;;"szkoła/placówka w zespole";"Zespół szkół i placówek oświatowych";12216;"ZESPÓŁ SZKÓŁ MECHANICZNYCH IM. ZESŁAŃCÓW SYBIRU W GORZOWIE WLKP."
12252;"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 3 W GORZOWIE WLKP.";"ul. Ewarysta Estkowskiego";"3 ";" ";"66-400 ";"Gorzów Wielkopolski";04832;0935140;0861011;"957202400 ";" ";zso3@edu.gorzow.pl;http://;LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski - gmina miejska";"210203172 ";"5991113729 ";publiczna;"Bez kategorii";"brak specyfiki";"Janusz Hwozdyk";"MIASTO GORZÓW WIELKOPOLSKI";"Miasto na prawach powiatu";LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski";1994-01-01;;zespół;;;
83225;"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 3 MISTRZOSTWA SPORTOWEGO Z ODDZIAŁAMI SPORTOWYMI W GORZOWIE WLKP.";"ul. Jana Stanisławskiego";"2 ";" ";"66-400 ";"Gorzów Wielkopolski";20834;0935140;0861011;"957224404 ";" ";zsspo@edu.gorzow.pl;http://;LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski - gmina miejska";"080023295 ";" ";publiczna;"Dzieci lub młodzież";"brak specyfiki";;"MIASTO GORZÓW WIELKOPOLSKI";"Miasto na prawach powiatu";LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski";2005-03-09;;"szkoła/placówka w zespole";"Zespół szkół i placówek oświatowych";12311;"ZESPÓŁ SZKÓŁ MISTRZOSTWA SPORTOWEGO W GORZOWIE WLKP."
83232;"Szkoła podstawowa";"SZKOŁA PODSTAWOWA SPECJALNA NR 14 IM. AMBASADORÓW PRAW CZŁOWIEKA W GORZOWIE WLKP.";"ul. Ignacego Mościckiego";"3 ";" ";"66-400 ";"Gorzów Wielkopolski";13390;0935140;0861011;"957835281 ";" ";zss14@edu.gorzow.pl;http://;LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski - gmina miejska";"211260634 ";" ";publiczna;"Dzieci lub młodzież";specjalna;;"MIASTO GORZÓW WIELKOPOLSKI";"Miasto na prawach powiatu";LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski";1994-01-01;;"szkoła/placówka w zespole";"Zespół szkół i placówek oświatowych";13914;"ZESPÓŁ SZKÓŁ SPECJALNYCH NR 14 W GORZOWIE WLKP."
61819;Przedszkole;"PRZEDSZKOLE MIEJSKIE NR 4 IM. MAŁYCH ODKRYWCÓW W GORZOWIE WLKP.";"ul. Kobylogórska";"107 ";" ";"66-400 ";"Gorzów Wielkopolski";08707;0935140;0861011;"957226452 ";" ";p4@edu.gorzow.pl;http://;LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski - gmina miejska";"080488752 ";"5993137875 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Bożena Skoczna";"MIASTO GORZÓW WIELKOPOLSKI";"Miasto na prawach powiatu";LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski";2010-05-26;;samodzielna;;;
114114;"Szkoła podstawowa";"KATOLICKA SZKOŁA PODSTAWOWA IM. ŚW. JANA PAWŁA II";"ul. Waldemara Kućki";"1 ";" ";"66-400 ";"Gorzów Wielkopolski";26729;0935140;0861011;"957205736 ";" ";ksp-gorzow@wp.pl;http://;LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski - gmina miejska";"081129044 ";" ";niepubliczna;"Dzieci lub młodzież";"brak specyfiki";"Ilona Maścianica";"CENTRUM EDUKACYJNE DIECEZJI ZIELONOGÓRSKO-GORZOWSKIEJ";"Organizacje Wyznaniowe";LUBUSKIE;"Zielona Góra";"Zielona Góra";1995-09-01;;samodzielna;;;
125838;"Niepubliczna placówka kształcenia ustawicznego i praktycznego";"OŚRODEK SZKOLENIOWY CENTRUM NAUKI I BIZNESU ""ŻAK"" W GORZOWIE WIELKOPOLSKIM";"ul. Fryderyka Chopina";"52 ";" ";"66-400 ";"Gorzów Wielkopolski";02849;0935140;0861011;"957352653 ";"957352654 ";gorzow@zak.edu.gorzow.pl;http://;LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski - gmina miejska";"081246666 ";" ";niepubliczna;"Bez kategorii";"brak specyfiki";"P.O. GRAŻYNA WINKSZNO";"CENTRUM NAUKI I BIZNESU ""ŻAK"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"Spółki Handlowe";ŁÓDZKIE;Łódź;Łódź-Górna;2009-11-30;;samodzielna;;;
50246;"Zespół szkół i placówek oświatowych";"ZESPÓŁ KSZTAŁCENIA SPECJALNEGO NR 1 IM. KAROLA WOJTYŁY W GORZOWIE WLKP.";"ul. Ksawerego Dunikowskiego";"5 ";" ";"66-400 ";"Gorzów Wielkopolski";04399;0935140;0861011;"957228466 ";" ";zks@edu.gorzow.pl;http://;LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski - gmina miejska";"210203491 ";"5992011095 ";publiczna;"Bez kategorii";"brak specyfiki";"ANNA KUCZYŃSKA";"MIASTO GORZÓW WIELKOPOLSKI";"Miasto na prawach powiatu";LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski";1994-01-01;;zespół;;;
80879;"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 17 Z ODDZIAŁAMI SPORTOWYMI IM. ADAMA MICKIEWICZA W GORZOWIE WLKP.";"ul. Warszawska";"19 ";" ";"66-400 ";"Gorzów Wielkopolski";23682;0935140;0861011;"957320347 ";" ";sp17@edu.gorzow.pl;http://;LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski - gmina miejska";"210203002 ";"5993243198 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"MARIA ZAWADZKA";"MIASTO GORZÓW WIELKOPOLSKI";"Miasto na prawach powiatu";LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski";1994-01-01;;samodzielna;;;
126002;"Niepubliczna placówka kształcenia ustawicznego i praktycznego";"TEB EDUKACJA STUDIUM KSZTAŁCENIA PRAKTYCZNEGO";"ul. gen. Władysława Sikorskiego";"48 ";" ";"66-400 ";"Gorzów Wielkopolski";19907;0935140;0861011;"957201737 ";" ";gorzow@teb-edukacja.pl;http://;LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski - gmina miejska";"360148034 ";" ";niepubliczna;"Bez kategorii";"brak specyfiki";"KATARZYNA GUTRY";"TEB EDUKACJA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"Spółki Handlowe";WIELKOPOLSKIE;Poznań;"Poznań-Stare Miasto";2010-01-05;;samodzielna;;;
12300;"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 2 W GORZOWIE WLKP.";"ul. Przemysłowa";"22 ";" ";"66-400 ";"Gorzów Wielkopolski";17742;0935140;0861011;"957228438 ";" ";2lo@edu.gorzow.pl;http://;LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski - gmina miejska";"210203166 ";"5992296850 ";publiczna;"Bez kategorii";"brak specyfiki";"Tomasz Pluta";"MIASTO GORZÓW WIELKOPOLSKI";"Miasto na prawach powiatu";LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski";1994-01-01;;zespół;;;
57374;Przedszkole;"PRZEDSZKOLE MIEJSKIE NR 25 W GORZOWIE WLKP.";"ul. Jana Długosza";"34 ";" ";"66-400 ";"Gorzów Wielkopolski";03851;0935140;0861011;"957291510 ";" ";p25@edu.gorzow.pl;http://;LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski - gmina miejska";"080484441 ";"5993137148 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Elżbieta Łukaszczuk";"MIASTO GORZÓW WIELKOPOLSKI";"Miasto na prawach powiatu";LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski";2010-05-26;;samodzielna;;;
92680;"Branżowa szkoła I stopnia";"BRANŻOWA SZKOŁA I STOPNIA NR 5 W GORZOWIE WLKP.";"ul. gen. Jarosława Dąbrowskiego";"32 ";" ";"66-400 ";"Gorzów Wielkopolski";03676;0935140;0861011;"957227527 ";" ";zsm@edu.gorzow.pl;http://;LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski - gmina miejska";"211271112 ";" ";publiczna;"Dzieci lub młodzież";"brak specyfiki";;"MIASTO GORZÓW WIELKOPOLSKI";"Miasto na prawach powiatu";LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski";2002-01-23;;"szkoła/placówka w zespole";"Zespół szkół i placówek oświatowych";12216;"ZESPÓŁ SZKÓŁ MECHANICZNYCH IM. ZESŁAŃCÓW SYBIRU W GORZOWIE WLKP."
125988;"Szkoła policealna";"POLICEALNA SZKOŁA TEB EDUKACJA";"ul. gen. Władysława Sikorskiego";"48 ";" ";"66-400 ";"Gorzów Wielkopolski";19907;0935140;0861011;"957201737 ";" ";gorzow@teb-edukacja.pl;http://www.teb.pl;LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski - gmina miejska";"360148873 ";" ";niepubliczna;"Bez kategorii";"brak specyfiki";"KATARZYNA GUTRY";"TEB EDUKACJA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"Spółki Handlowe";WIELKOPOLSKIE;Poznań;"Poznań-Stare Miasto";2005-08-08;;samodzielna;;;
13935;"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKÓŁ ODZIEŻOWYCH IM. KRZYSZTOFA KIEŚLOWSKIEGO W GORZOWIE WLKP.";"ul. Śląska";"64c ";" ";"66-400 ";"Gorzów Wielkopolski";22308;0935140;0861011;"957280892 ";" ";zsod@edu.gorzow.pl;http://;LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski - gmina miejska";"210203278 ";"5991080415 ";publiczna;"Bez kategorii";"brak specyfiki";"Anna Maciejewicz";"MIASTO GORZÓW WIELKOPOLSKI";"Miasto na prawach powiatu";LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski";1994-01-01;;zespół;;;
263802;"Liceum ogólnokształcące";"ZAOCZNE LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH COSINUS PLUS W GORZOWIE WIELKOPOLSKIM";"ul. Franciszka Walczaka";"25 ";" ";"66-400 ";"Gorzów Wielkopolski";23519;0935140;0861011;"957358544 ";" ";gorzow@cosinus.pl;http://www.cosinus.pl;LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski - gmina miejska";"368225001 ";" ";niepubliczna;Dorośli;"brak specyfiki";"ELŻBIETA POŁOMKA";"FUNDACJA RIDETON";Fundacje;ŁÓDZKIE;Łódź;Łódź-Śródmieście;2015-09-07;;samodzielna;;;
131550;"Punkt przedszkolny";"NIEPUBLICZNY PUNKT PRZEDSZKOLNY MAŁY SZTUKMISTRZ";"ul. Armii Krajowej";"27 D ";" ";"66-400 ";"Gorzów Wielkopolski";00432;0935140;0861011;"603133543 ";" ";jagoda1365@wp.pl;http://;LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski - gmina miejska";"365219098 ";" ";niepubliczna;"Dzieci lub młodzież";"brak specyfiki";"Magda Staniów";"JADWIGA MAJEWSKA";"Osoba fizyczna";LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski";2016-08-19;;samodzielna;;;
83246;Przedszkole;"PRZEDSZKOLE SPECJALNE NR 34 IM. KAROLA WOJTYŁY W GORZOWIE WLKP.";"ul. Ksawerego Dunikowskiego";"5 ";" ";"66-400 ";"Gorzów Wielkopolski";04399;0935140;0861011;"957228466 ";" ";zks@edu.gorzow.pl;http://;LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski - gmina miejska";"211268601 ";" ";publiczna;"Dzieci lub młodzież";specjalna;;"MIASTO GORZÓW WIELKOPOLSKI";"Miasto na prawach powiatu";LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski";1999-01-31;;"szkoła/placówka w zespole";"Zespół szkół i placówek oświatowych";50246;"ZESPÓŁ KSZTAŁCENIA SPECJALNEGO NR 1 IM. KAROLA WOJTYŁY W GORZOWIE WLKP."
84261;"Liceum ogólnokształcące";"II LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W GORZOWIE WLKP.";"ul. Przemysłowa";"22 ";" ";"66-400 ";"Gorzów Wielkopolski";17742;0935140;0861011;"957228438 ";" ";2lo@edu.gorzow.pl;http://;LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski - gmina miejska";"081088428 ";" ";publiczna;Dorośli;"brak specyfiki";;"MIASTO GORZÓW WIELKOPOLSKI";"Miasto na prawach powiatu";LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski";1994-09-01;;"szkoła/placówka w zespole";"Zespół szkół i placówek oświatowych";12300;"ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 2 W GORZOWIE WLKP."
55077;Przedszkole;"PRZEDSZKOLE MIEJSKIE NR 16  W GORZOWIE WLKP.";"ul. Wiejska";"6 ";" ";"66-400 ";"Gorzów Wielkopolski";24048;0935140;0861011;"957350706 ";" ";p16@edu.gorzow.pl;http://;LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski - gmina miejska";"080480220 ";"5993136829 ";publiczna;"Dzieci lub młodzież";"brak specyfiki";"Anna Drewnowska-Frątczak";"MIASTO GORZÓW WIELKOPOLSKI";"Miasto na prawach powiatu";LUBUSKIE;"Gorzów Wielkopolski";"Gorzów Wielkopolski";2010-05-26;;samodzielna;;;
